CLIENTNUM;Churn;Age;Gender;Dependents;EducationLevel;MaritalStatus;YearIncome;Purpose;Card_Category;Months;TotalRelationshipCount;MonthsInactive12;ContactsCount12;CreditLimit;TotalAmtChngQ4Q1;TotalTransAmt;TotalCtChngQ4Q1;AvgUtilizationRatio
816756783;0;42;M;2;среднее;женат / замужем;343158.7233;операции со своей недвижимостью;Blue;37;6;2;3;29930;0.863;4106;0.528;0.751
715474833;0;37;M;2;среднее;гражданский брак;109964.5149;жилье;Blue;36;3;2;2;129440;0.507;4389;0.68;0.108
718271958;0;54;M;2;среднее;вдовец / вдова;;покупка жилья для сдачи;Blue;34;5;1;4;64010;0.655;4465;0.703;0.23
708924783;0;43;M;3;среднее;гражданский брак;134189.7116;профильное образование;Blue;36;4;1;0;55060;0.705;4024;0.55;0.387
717669483;0;52;M;1;среднее;женат / замужем;178422.8005;строительство недвижимости;Blue;44;3;3;1;345160;0.551;1737;0.9;0
809360883;0;46;M;4;Среднее;женат / замужем;167676.5285;на покупку автомобиля;Blue;41;3;1;1;176730;1.003;3160;1.36;0.101
717176508;0;43;F;3;среднее;вдовец / вдова;130715.7956;сделка с автомобилем;Blue;34;5;3;4;26560;0.586;4171;0.818;0.439
711571383;0;46;M;2;среднее;Не женат / не замужем;137854.8191;покупка жилья для семьи;Blue;37;3;1;1;61180;0.757;4434;0.62;0.178
713444058;0;45;M;1;среднее;женат / замужем;232386.3983;заняться высшим образованием;Silver;31;3;1;1;174370;0.814;3381;0.594;0.128
713253858;1;50;F;1;высшее;женат / замужем;165640.7446;покупка недвижимости;Blue;37;2;2;3;14610;0.563;2176;0.379;0
719609433;0;55;F;4;среднее;женат / замужем;106601.2019;автомобиль;Blue;43;5;3;2;19650;0.855;4671;0.816;0.776
797234508;0;51;M;3;высшее;вдовец / вдова;240424.9631;операции с недвижимостью;Silver;45;3;2;4;308990;0.502;1481;0.333;0
714537258;0;48;M;3;высшее;Не женат / не замужем;122364.2881;операции с недвижимостью;Blue;36;3;2;1;88760;0.844;3779;0.814;0.128
793412958;0;44;M;4;Среднее;женат / замужем;58529.77431;получение высшего образования;Blue;38;3;1;3;24400;0.744;4382;0.66;0.615
714680208;0;50;F;1;среднее;Не женат / не замужем;146447.061;покупка коммерческой недвижимости;Blue;45;5;3;4;16520;0.593;4533;0.533;0.798
715240683;0;46;M;4;Среднее;женат / замужем;165208.0292;операции со своей недвижимостью;Blue;37;3;2;3;155350;0.461;3718;0.61;0.084
803796708;1;52;M;3;среднее;женат / замужем;131012.9623;покупка жилья для сдачи;Blue;46;2;4;4;133540;0.018;1097;0.077;0
717368208;1;49;M;1;ВЫСШЕЕ;Не женат / не замужем;339843.9837;операции с жильем;Blue;36;6;2;4;267230;0.716;2138;0.593;0
802662858;0;55;F;2;высшее;в разводе;226874.8405;заняться образованием;Blue;49;5;1;4;39490;0.667;3495;0.882;0.513
780206958;0;49;M;4;среднее;женат / замужем;270845.5053;покупка коммерческой недвижимости;Blue;39;3;2;2;59370;0.654;4228;0.75;0.357
779906658;0;40;M;4;среднее;женат / замужем;139771.8273;покупка жилой недвижимости;Blue;24;3;2;4;188060;0.745;3142;0.824;0.063
772341783;1;45;F;3;среднее;женат / замужем;104258.8741;покупка своего жилья;Blue;35;3;2;6;35120;0.597;1801;0.548;0.717
711491283;0;44;F;3;среднее;женат / замужем;96207.95286;сыграть свадьбу;Blue;36;4;3;0;19750;0.671;2959;0.8;0.64
720211533;0;41;F;4;среднее;гражданский брак;194689.163;на покупку своего автомобиля;Blue;33;5;2;3;28880;0.931;4713;1.026;0.284
715409733;1;47;F;4;высшее;женат / замужем;150877.2281;операции с жильем;Blue;36;2;2;3;22630;0.752;2385;0.375;0
710974308;0;38;M;1;среднее;женат / замужем;;покупка недвижимости;Blue;36;3;3;4;267920;0.938;3587;0.571;0.062
715732533;1;52;M;4;высшее;женат / замужем;;дополнительное образование;Blue;36;4;1;3;93750;0.532;2108;0.5;0.173
713722608;1;48;F;2;высшее;женат / замужем;242327.5288;заняться образованием;Blue;35;3;1;4;28060;0.341;1757;0.4;0.896
709101258;1;41;F;2;среднее;женат / замужем;441721.3341;операции со своей недвижимостью;Blue;28;4;2;2;14780;0.751;2180;0.643;0.355
708588408;0;53;M;3;среднее;женат / замужем;162299.8037;покупка жилья для семьи;Blue;36;6;2;2;68360;0.524;4421;0.542;0.235
721427358;1;47;M;4;среднее;женат / замужем;195842.8635;покупка жилья для семьи;Blue;28;6;1;3;87570;0.507;2108;0.516;0
717099408;0;40;M;3;среднее;гражданский брак;58642.88474;свадьба;Blue;29;6;3;2;105290;0.729;4583;0.851;0
715155033;0;61;M;0;высшее;женат / замужем;383807.5339;строительство собственной недвижимости;Blue;49;6;1;4;21220;0.807;5224;0.667;0.459
789586833;0;45;F;3;среднее;женат / замужем;49064.64174;покупка жилья для семьи;Blue;38;5;2;1;28830;0.638;4053;0.635;0.601
709338633;1;56;F;1;среднее;гражданский брак;167174.1513;профильное образование;Blue;37;2;4;3;23390;0.493;1542;0.607;0
714106833;0;57;F;3;СРЕДНЕЕ;женат / замужем;97641.13592;свадьба;Blue;47;6;3;1;52250;0.962;4239;0.683;0.438
741116058;0;48;M;2;среднее;женат / замужем;171456.068;профильное образование;Blue;41;5;2;4;25820;0.559;2144;0.909;0.542
813755658;0;60;M;1;высшее;гражданский брак;116833.5085;операции со своей недвижимостью;Blue;55;6;2;1;115240;0.682;3598;0.532;0
718855983;0;49;F;4;среднее;Не женат / не замужем;93743.03102;строительство собственной недвижимости;Blue;36;3;3;4;130390;0.793;4010;0.5;0.141
711245433;1;50;F;4;высшее;Не женат / не замужем;219379.3123;на покупку своего автомобиля;Blue;41;5;3;3;25090;0.702;2281;0.367;0
814219008;0;65;M;1;среднее;женат / замужем;104582.5588;получение дополнительного образования;Blue;56;5;2;2;14560;0.725;3953;0.725;0.595
711916533;0;57;M;2;высшее;женат / замужем;41810.37995;жилье;Blue;44;5;1;2;56120;0.77;4734;0.886;0.336
715182108;0;51;F;3;среднее;женат / замужем;160761.3367;ремонт жилью;Blue;35;6;1;3;30250;0.674;4626;0.773;0.632
717078933;0;40;F;5;неоконченное высшее;женат / замужем;;операции с недвижимостью;Blue;29;3;2;4;42050;0.652;4256;0.725;0.599
719491233;0;55;M;1;высшее;женат / замужем;125377.5871;ремонт жилью;Blue;42;6;2;3;35150;1.051;4313;0.8;0.716
789520533;0;52;M;2;среднее;женат / замужем;93222.11266;высшее образование;Blue;44;6;3;2;261740;0.684;4551;0.667;0.071
714738033;0;44;F;4;среднее;женат / замужем;137841.7412;строительство жилой недвижимости;Blue;25;5;3;2;16020;0.781;5428;0.635;0.652
718576908;0;49;F;4;среднее;женат / замужем;;ремонт жилью;Blue;36;4;1;3;299390;0.963;4305;0.658;0
715093383;0;49;F;2;среднее;гражданский брак;86152.09622;приобретение автомобиля;Blue;41;3;1;3;21150;0.934;4450;0.545;0.756
717195933;1;42;M;3;неоконченное высшее;женат / замужем;116092.9169;автомобили;Blue;30;2;2;3;52980;0.857;2431;0.542;0
747107508;0;56;F;3;среднее;в разводе;213493.0847;на покупку автомобиля;Blue;49;4;3;1;24330;0.816;4269;0.76;0.8
717920583;0;60;F;1;среднее;гражданский брак;140953.0741;покупка недвижимости;Blue;49;5;2;2;14430;0.875;4673;0.735;0
710516283;0;50;M;1;среднее;в разводе;168442.3898;свадьба;Blue;37;4;1;4;97580;0.626;4134;0.765;0.184
787593558;0;42;M;3;среднее;Не женат / не замужем;149573.4076;покупка жилья;Blue;34;6;3;0;45620;0.861;3740;0.833;0.495
778747608;0;65;F;1;среднее;женат / замужем;162450.7579;профильное образование;Blue;46;3;3;2;14383;0.907;4022;0.649;0
714431058;0;41;F;3;среднее;Не женат / не замужем;123051.6746;заняться высшим образованием;Blue;36;4;2;4;42100;0.733;4342;0.674;0.379
708801108;1;57;F;3;Высшее;женат / замужем;211671.9087;высшее образование;Blue;51;3;0;3;14383;0.429;2113;0.267;0
715948833;0;48;M;4;Высшее;женат / замужем;244748.5528;покупка коммерческой недвижимости;Blue;39;4;2;4;249310;0.612;5031;0.646;0.054
770667408;0;47;M;4;среднее;гражданский брак;110192.5392;операции с коммерческой недвижимостью;Blue;33;3;1;3;88540;0.67;4768;0.929;0.269
823590483;0;62;F;0;среднее;вдовец / вдова;210528.3609;сделка с подержанным автомобилем;Blue;56;3;1;1;22300;0.811;4027;0.5;0.77
710635083;0;46;M;4;среднее;гражданский брак;169774.5026;сыграть свадьбу;Blue;38;5;1;2;283270;0.912;3475;0.733;0.021
716408058;0;56;F;2;высшее;женат / замужем;216589.2086;операции со своей недвижимостью;Blue;36;5;3;4;25000;0.626;3673;0.565;0.519
713803158;0;41;M;3;начальное;женат / замужем;78870.85816;высшее образование;Blue;33;4;1;3;92460;0.658;4611;0.569;0
713593683;0;43;F;3;среднее;женат / замужем;184363.5802;операции с недвижимостью;Blue;28;5;3;3;111550;1.061;3504;0.765;0.142
709339758;0;43;M;3;высшее;женат / замужем;158157.1295;получение образования;Blue;30;4;2;3;119260;0.875;3778;0.75;0.148
789382758;1;54;M;3;неоконченное высшее;женат / замужем;70993.20791;образование;Blue;44;6;3;3;55010;0.519;2050;0.821;0
813427833;0;45;F;4;среднее;Не женат / не замужем;106884.5951;покупка недвижимости;Blue;40;3;2;1;21100;1.109;4812;0.604;0.4
717846108;0;49;M;4;среднее;в разводе;65343.36464;автомобиль;Blue;34;5;3;2;129940;0.627;3734;0.85;0.07
720968583;0;52;F;2;среднее;женат / замужем;70757.08027;на проведение свадьбы;Blue;45;3;1;2;295510;1.1;3226;0.853;0.071
721437333;1;46;M;2;среднее;вдовец / вдова;164828.362;автомобиль;Blue;36;2;2;2;50540;0.605;2027;0.393;0.498
709134333;0;45;F;2;среднее;Не женат / не замужем;108162.8631;на покупку подержанного автомобиля;Blue;28;6;2;3;31360;0.722;4674;0.763;0.718
712630608;0;43;F;2;среднее;женат / замужем;82448.04711;покупка жилой недвижимости;Blue;35;3;3;4;61090;0.683;4430;0.865;0.254
712404483;0;49;M;2;среднее;гражданский брак;184589.9424;на покупку подержанного автомобиля;Blue;36;4;3;1;39890;0.469;5189;0.519;0.63
717812133;0;33;F;1;высшее;гражданский брак;466831.613;недвижимость;Blue;13;3;1;3;33150;0.709;4006;0.548;0.375
714926508;0;52;M;2;среднее;женат / замужем;133188.421;автомобиль;Silver;45;5;4;2;345160;0.807;2275;0.438;0.056
771474108;0;40;F;2;среднее;гражданский брак;247660.3324;на покупку автомобиля;Blue;28;3;2;2;17940;0.692;4455;0.658;0.568
709774608;0;51;M;3;среднее;женат / замужем;132945.7341;строительство жилой недвижимости;Blue;36;4;3;4;59930;0.44;3464;0.684;0.264
